Subsistema,Energetico,Variable,UnidadDeMedida,Año,Cantidad
Producción,Gas Natural,TOTAL TRANSFORMACIÓN,Kbep,2006,-7214.96
Producción,Gas Natural,TOTAL TRANSFORMACIÓN,Kbep,2007,-7740
Producción,Gas Natural,TOTAL TRANSFORMACIÓN,Kbep,2008,-8560.31
Producción,Gas Natural,TOTAL TRANSFORMACIÓN,Kbep,2009,-9169.01
Producción,Gas Natural,TOTAL TRANSFORMACIÓN,Kbep,2010,-10577.2
Producción,Gas Natural,TOTAL TRANSFORMACIÓN,Kbep,2011,-11304.45
Producción,Gas Natural,TOTAL TRANSFORMACIÓN,Kbep,2012,-11526.67
Producción,Gas Natural,TOTAL TRANSFORMACIÓN,Kbep,2013,-11818.64
Producción,Gas Natural,TOTAL TRANSFORMACIÓN,Kbep,2014,-13269.39
Producción,Gas Natural,TOTAL TRANSFORMACIÓN,Kbep,2015,-14047.88
Producción,Gas Natural,TOTAL TRANSFORMACIÓN,Kbep,2016,-16955.58
Producción,Gas Natural,TOTAL TRANSFORMACIÓN,Kbep,2017,-16321.12
Producción,Gas Natural,TOTAL TRANSFORMACIÓN,Kbep,2018,-15497.06
Producción,Gas Natural,TOTAL TRANSFORMACIÓN,Kbep,2019,-14769.44
Producción,Gas Natural,TOTAL TRANSFORMACIÓN,Kbep,2020,-13099.63
Producción,Gas Natural,TOTAL TRANSFORMACIÓN,Kbep,2021,-14149.7
Producción,Hidroenergia,TOTAL TRANSFORMACIÓN,Kbep,2006,-1337.64
Producción,Hidroenergia,TOTAL TRANSFORMACIÓN,Kbep,2007,-1437.03
Producción,Hidroenergia,TOTAL TRANSFORMACIÓN,Kbep,2008,-1431.04
Producción,Hidroenergia,TOTAL TRANSFORMACIÓN,Kbep,2009,-1422.38
Producción,Hidroenergia,TOTAL TRANSFORMACIÓN,Kbep,2010,-1346.82
Producción,Hidroenergia,TOTAL TRANSFORMACIÓN,Kbep,2011,-1453.89
Producción,Hidroenergia,TOTAL TRANSFORMACIÓN,Kbep,2012,-1457.55
Producción,Hidroenergia,TOTAL TRANSFORMACIÓN,Kbep,2013,-1570.71
Producción,Hidroenergia,TOTAL TRANSFORMACIÓN,Kbep,2014,-1394.96
Producción,Hidroenergia,TOTAL TRANSFORMACIÓN,Kbep,2015,-1526.11
Producción,Hidroenergia,TOTAL TRANSFORMACIÓN,Kbep,2016,-1065.61
Producción,Hidroenergia,TOTAL TRANSFORMACIÓN,Kbep,2017,-1383.9
Producción,Hidroenergia,TOTAL TRANSFORMACIÓN,Kbep,2018,-1618.62
Producción,Hidroenergia,TOTAL TRANSFORMACIÓN,Kbep,2019,-2013.99
Producción,Hidroenergia,TOTAL TRANSFORMACIÓN,Kbep,2020,-1822.98
Producción,Hidroenergia,TOTAL TRANSFORMACIÓN,Kbep,2021,-2005.54
Producción,Biomasa,TOTAL TRANSFORMACIÓN,Kbep,2006,-246.92
Producción,Biomasa,TOTAL TRANSFORMACIÓN,Kbep,2007,-296.78
Producción,Biomasa,TOTAL TRANSFORMACIÓN,Kbep,2008,-398.24
Producción,Biomasa,TOTAL TRANSFORMACIÓN,Kbep,2009,-489.73
Producción,Biomasa,TOTAL TRANSFORMACIÓN,Kbep,2010,-477.58
Producción,Biomasa,TOTAL TRANSFORMACIÓN,Kbep,2011,-524.76
Producción,Biomasa,TOTAL TRANSFORMACIÓN,Kbep,2012,-497.83
Producción,Biomasa,TOTAL TRANSFORMACIÓN,Kbep,2013,-786.9
Producción,Biomasa,TOTAL TRANSFORMACIÓN,Kbep,2014,-769.86
Producción,Biomasa,TOTAL TRANSFORMACIÓN,Kbep,2015,-1228.86
Producción,Biomasa,TOTAL TRANSFORMACIÓN,Kbep,2016,-958.06
Producción,Biomasa,TOTAL TRANSFORMACIÓN,Kbep,2017,-706.46
Producción,Biomasa,TOTAL TRANSFORMACIÓN,Kbep,2018,-845.17
Producción,Biomasa,TOTAL TRANSFORMACIÓN,Kbep,2019,-1872.36
Producción,Biomasa,TOTAL TRANSFORMACIÓN,Kbep,2020,-1373.01
Producción,Biomasa,TOTAL TRANSFORMACIÓN,Kbep,2021,-2794.16
Producción,Eólica,TOTAL TRANSFORMACIÓN,Kbep,2014,-5.05
Producción,Eólica,TOTAL TRANSFORMACIÓN,Kbep,2015,-7.09
Producción,Eólica,TOTAL TRANSFORMACIÓN,Kbep,2016,-21.63
Producción,Eólica,TOTAL TRANSFORMACIÓN,Kbep,2017,-37.41
Producción,Eólica,TOTAL TRANSFORMACIÓN,Kbep,2018,-36.46
Producción,Eólica,TOTAL TRANSFORMACIÓN,Kbep,2019,-43.51
Producción,Eólica,TOTAL TRANSFORMACIÓN,Kbep,2020,-39.78
Producción,Eólica,TOTAL TRANSFORMACIÓN,Kbep,2021,-74.12
Producción,Solar,TOTAL TRANSFORMACIÓN,Kbep,2014,-0.28
Producción,Solar,TOTAL TRANSFORMACIÓN,Kbep,2015,-2.97
Producción,Solar,TOTAL TRANSFORMACIÓN,Kbep,2016,-3.51
Producción,Solar,TOTAL TRANSFORMACIÓN,Kbep,2017,-4.27
Producción,Solar,TOTAL TRANSFORMACIÓN,Kbep,2018,-78.95
Producción,Solar,TOTAL TRANSFORMACIÓN,Kbep,2019,-117.12
Producción,Solar,TOTAL TRANSFORMACIÓN,Kbep,2020,-154.89
Producción,Solar,TOTAL TRANSFORMACIÓN,Kbep,2021,-217.19
Producción,Electricidad,TOTAL TRANSFORMACIÓN,Kbep,2006,3086.23
Producción,Electricidad,TOTAL TRANSFORMACIÓN,Kbep,2007,3355.31
Producción,Electricidad,TOTAL TRANSFORMACIÓN,Kbep,2008,3662.19
Producción,Electricidad,TOTAL TRANSFORMACIÓN,Kbep,2009,3849.32
Producción,Electricidad,TOTAL TRANSFORMACIÓN,Kbep,2010,4119.57
Producción,Electricidad,TOTAL TRANSFORMACIÓN,Kbep,2011,4473.09
Producción,Electricidad,TOTAL TRANSFORMACIÓN,Kbep,2012,4746.42
Producción,Electricidad,TOTAL TRANSFORMACIÓN,Kbep,2013,4995.8
Producción,Electricidad,TOTAL TRANSFORMACIÓN,Kbep,2014,5304.05
Producción,Electricidad,TOTAL TRANSFORMACIÓN,Kbep,2015,5651.06
Producción,Electricidad,TOTAL TRANSFORMACIÓN,Kbep,2016,5826.31
Producción,Electricidad,TOTAL TRANSFORMACIÓN,Kbep,2017,6008.28
Producción,Electricidad,TOTAL TRANSFORMACIÓN,Kbep,2018,6164.52
Producción,Electricidad,TOTAL TRANSFORMACIÓN,Kbep,2019,6341.15
Producción,Electricidad,TOTAL TRANSFORMACIÓN,Kbep,2020,6219.09
Producción,Electricidad,TOTAL TRANSFORMACIÓN,Kbep,2021,6740.9
Producción,Diesel Oil,TOTAL TRANSFORMACIÓN,Kbep,2006,4334.98
Producción,Diesel Oil,TOTAL TRANSFORMACIÓN,Kbep,2007,4668.54
Producción,Diesel Oil,TOTAL TRANSFORMACIÓN,Kbep,2008,4852.96
Producción,Diesel Oil,TOTAL TRANSFORMACIÓN,Kbep,2009,3828.37
Producción,Diesel Oil,TOTAL TRANSFORMACIÓN,Kbep,2010,3752.94
Producción,Diesel Oil,TOTAL TRANSFORMACIÓN,Kbep,2011,4022.68
Producción,Diesel Oil,TOTAL TRANSFORMACIÓN,Kbep,2012,4252.68
Producción,Diesel Oil,TOTAL TRANSFORMACIÓN,Kbep,2013,4874.42
Producción,Diesel Oil,TOTAL TRANSFORMACIÓN,Kbep,2014,5266.44
Producción,Diesel Oil,TOTAL TRANSFORMACIÓN,Kbep,2015,5908.05
Producción,Diesel Oil,TOTAL TRANSFORMACIÓN,Kbep,2016,5405.02
Producción,Diesel Oil,TOTAL TRANSFORMACIÓN,Kbep,2017,4887.86
Producción,Diesel Oil,TOTAL TRANSFORMACIÓN,Kbep,2018,4707.57
Producción,Diesel Oil,TOTAL TRANSFORMACIÓN,Kbep,2019,3677.88
Producción,Diesel Oil,TOTAL TRANSFORMACIÓN,Kbep,2020,3993.44
Producción,Diesel Oil,TOTAL TRANSFORMACIÓN,Kbep,2021,3452.87
